modifier	lang-pair	EMEA	JRC-Acquis	KDE4	OpenSubtitles	QED	Tanzil	TED2020	CCAligned
xglm-topic3shot-all500-trim	en-de	0.792749	0.817859	0.774863	0.757648	0.773724	0.709107	0.80439	0.854899
xglm-topic3shot-cc100	en-de	0.726103	0.752076	0.67727	0.687526	0.723998	0.599323	0.756123	0.769064
xglm-topic3shot-cc100-trim	en-de	0.788857	0.814261	0.772361	0.755931	0.779268	0.707369	0.802012	0.864601
xglm-topic1shot-seen200	en-de	0.673247	0.723427	0.616963	0.663899	0.69335	0.602438	0.722748	0.699453
xglm-topic1shot-seen200-trim	en-de	0.784353	0.820405	0.760834	0.755543	0.768289	0.699188	0.788741	0.841928
xglm-rand-topic3shot-seen200	en-de	0.734873	0.769911	0.683082	0.697734	0.727632	0.681686	0.762633	0.773178
xglm-rand-topic3shot-seen200-trim	en-de	0.789627	0.814808	0.769285	0.75284	0.770879	0.6984	0.800857	0.852935
xglm-base	en-fi	0.504452	0.465885	0.442285	0.611143	0.614764	NA	0.63839	0.490711
xglm-base-trim	en-fi	0.654235	0.687916	0.684106	0.703226	0.703073	NA	0.712724	0.701732
verbose-base	en-fi	0.741101	0.756337	0.649429	0.681672	0.725129	NA	0.761366	0.691707
verbose-base-trim	en-fi	0.77821	0.795614	0.734587	0.756485	0.782028	NA	0.808747	0.755606
xglm-label	en-fi	0.655851	0.687731	0.584355	0.693236	0.709053	NA	0.746886	0.575924
xglm-label-trim	en-fi	0.720701	0.772586	0.709225	0.750065	0.76439	NA	0.783427	0.733056
xglm-rand-label	en-fi	0.657361	0.68642	0.555288	0.682965	0.702473	NA	0.756523	0.578024
xglm-rand-label-trim	en-fi	0.720082	0.775638	0.713545	0.742415	0.75694	NA	0.792192	0.72864
xglm-keywords10-seen200	en-fi	0.627866	0.644269	0.477372	0.665998	0.687321	NA	0.744772	0.530425
xglm-keywords10-seen200-trim	en-fi	0.727998	0.781556	0.73228	0.752304	0.776167	NA	0.808112	0.741722
xglm-rand-keywords10-seen200	en-fi	0.665691	0.662252	0.512707	0.687101	0.71448	NA	0.765232	0.54877
xglm-rand-keywords10-seen200-trim	en-fi	0.744721	0.791658	0.717962	0.753345	0.779462	NA	0.804595	0.745299
xglm-keywords10-all500	en-fi	0.655749	0.677588	0.535336	0.69223	0.714568	NA	0.765902	0.562248
xglm-keywords10-all500-trim	en-fi	0.738625	0.794897	0.741471	0.755194	0.77312	NA	0.804258	0.740759
xglm-topic3shot-seen200	en-fi	0.751738	0.784389	0.670705	0.70089	0.738836	NA	0.770183	0.688049
xglm-topic3shot-seen200-trim	en-fi	0.79427	0.824496	0.774384	0.758539	0.789118	NA	0.808752	0.769684
xglm-topic3shot-all500	en-fi	0.743163	0.780136	0.668525	0.699905	0.726885	NA	0.780527	0.693632
xglm-topic3shot-all500-trim	en-fi	0.784866	0.821409	0.772999	0.760389	0.776965	NA	0.8142	0.781018
xglm-topic3shot-cc100	en-fi	0.745487	0.756718	0.661085	0.693326	0.737194	NA	0.777177	0.695603
xglm-topic3shot-cc100-trim	en-fi	0.791966	0.80285	0.772036	0.753564	0.786846	NA	0.810388	0.79279
xglm-topic1shot-seen200	en-fi	0.691857	0.760262	0.636907	0.686901	0.710986	NA	0.74418	0.64228
xglm-topic1shot-seen200-trim	en-fi	0.773025	0.813763	0.760175	0.751758	0.7752	NA	0.79422	0.754995
xglm-rand-topic3shot-seen200	en-fi	0.743118	0.760495	0.672377	0.694598	0.73547	NA	0.765067	0.699178
xglm-rand-topic3shot-seen200-trim	en-fi	0.786347	0.800821	0.77394	0.7536	0.783245	NA	0.802064	0.779236
xglm-base	en-fr	0.613178	0.608353	0.479978	0.654308	0.645701	0.524418	0.722758	0.6009
xglm-base-trim	en-fr	0.752437	0.796438	0.728657	0.725804	0.739175	0.686619	0.789259	0.824135
verbose-base	en-fr	0.729095	0.777834	0.669452	0.660728	0.702387	0.673234	0.748274	0.741767
verbose-base-trim	en-fr	0.783629	0.829779	0.735304	0.737454	0.762218	0.709262	0.806918	0.827119
xglm-label	en-fr	0.70353	0.755802	0.628734	0.707065	0.716202	0.635012	0.78277	0.69305
xglm-label-trim	en-fr	0.791619	0.836714	0.73693	0.751657	0.767368	0.697139	0.812042	0.847404
xglm-rand-label	en-fr	0.706594	0.742061	0.610333	0.702881	0.71853	0.649848	0.783245	0.688874
xglm-rand-label-trim	en-fr	0.788065	0.833143	0.739247	0.748053	0.767356	0.694066	0.809503	0.844799
xglm-keywords10-seen200	en-fr	0.648423	0.654877	0.499555	0.62474	0.625188	0.485475	0.707613	0.554599
xglm-keywords10-seen200-trim	en-fr	0.791218	0.846212	0.755829	0.755966	0.774552	0.698916	0.81415	0.854262
xglm-rand-keywords10-seen200	en-fr	0.675557	0.662932	0.538309	0.686401	0.695364	0.549692	0.761504	0.597595
xglm-rand-keywords10-seen200-trim	en-fr	0.793982	0.84284	0.750288	0.752074	0.776458	0.699002	0.811723	0.859033
xglm-keywords10-all500	en-fr	0.676193	0.662785	0.550914	0.685379	0.685809	0.598451	0.772883	0.602195
xglm-keywords10-all500-trim	en-fr	0.799556	0.843171	0.754129	0.752631	0.773767	0.6978	0.816827	0.852646
xglm-topic3shot-seen200	en-fr	0.756639	0.812206	0.685347	0.704852	0.736158	0.681599	0.777719	0.772325
xglm-topic3shot-seen200-trim	en-fr	0.805804	0.851647	0.765191	0.747952	0.776221	0.70276	0.807617	0.855332
xglm-topic3shot-all500	en-fr	0.761044	0.812494	0.683872	0.708697	0.73561	0.597083	0.781453	0.777886
xglm-topic3shot-all500-trim	en-fr	0.810367	0.849931	0.768908	0.756788	0.776126	0.708905	0.815777	0.863248
xglm-topic3shot-cc100	en-fr	0.752619	0.799494	0.684832	0.69465	0.720786	0.567024	0.77549	0.776205
xglm-topic3shot-cc100-trim	en-fr	0.808116	0.852541	0.769035	0.752605	0.780834	0.706054	0.815283	0.870054
xglm-topic1shot-seen200	en-fr	0.690603	0.765017	0.639228	0.682696	0.693421	0.596558	0.727146	0.711742
xglm-topic1shot-seen200-trim	en-fr	0.796145	0.852701	0.766253	0.749353	0.772938	0.696119	0.80736	0.85041
xglm-rand-topic3shot-seen200	en-fr	0.75492	0.806466	0.687413	0.709025	0.729077	0.686993	0.78401	0.777398
xglm-rand-topic3shot-seen200-trim	en-fr	0.804682	0.848914	0.75677	0.751192	0.767069	0.697497	0.814172	0.856038
xglm-base	en-lt	0.428565	0.385458	0.414426	0.461566	0.425047	NA	0.429665	0.429843
xglm-base-trim	en-lt	0.547382	0.459168	0.599217	0.520163	0.478135	NA	0.472665	0.587265
verbose-base	en-lt	0.465738	0.4309	0.531288	0.472231	0.440349	NA	0.434153	0.510795
verbose-base-trim	en-lt	0.486874	0.444483	0.607362	0.520052	0.462142	NA	0.449	0.55894
xglm-label	en-lt	0.454443	0.423393	0.489716	0.475222	0.439294	NA	0.424141	0.488253
xglm-label-trim	en-lt	0.497098	0.454812	0.601147	0.517363	0.468016	NA	0.440397	0.592312
xglm-rand-label	en-lt	0.450754	0.41762	0.478215	0.473977	0.439268	NA	0.438402	0.471281
xglm-rand-label-trim	en-lt	0.495756	0.45764	0.594017	0.518573	0.463397	NA	0.454482	0.572713
xglm-keywords10-seen200	en-lt	0.432432	0.396432	0.448974	0.459939	0.419077	NA	0.418331	0.439066
xglm-keywords10-seen200-trim	en-lt	0.483951	0.44212	0.604601	0.515501	0.446105	NA	0.444099	0.569323
xglm-rand-keywords10-seen200	en-lt	0.423931	0.399536	0.441016	0.475772	0.422028	NA	0.422168	0.438309
xglm-rand-keywords10-seen200-trim	en-lt	0.474119	0.450235	0.591999	0.522099	0.454314	NA	0.440097	0.572659
xglm-keywords10-all500	en-lt	0.434814	0.402631	0.456929	0.470591	0.426241	NA	0.429573	0.447564
xglm-keywords10-all500-trim	en-lt	0.483387	0.451165	0.606065	0.517733	0.451164	NA	0.444718	0.575354
xglm-topic3shot-seen200	en-lt	0.478151	0.445723	0.551329	0.483014	0.433347	NA	0.428988	0.517288
xglm-topic3shot-seen200-trim	en-lt	0.509775	0.469145	0.637668	0.524915	0.453282	NA	0.441491	0.578065
xglm-topic3shot-all500	en-lt	0.477268	0.447427	0.555595	0.480802	0.439947	NA	0.435346	0.529075
xglm-topic3shot-all500-trim	en-lt	0.506743	0.470791	0.644173	0.522571	0.461421	NA	0.448255	0.594703
xglm-topic3shot-cc100	en-lt	0.476242	0.445684	0.551168	0.481698	0.448276	NA	0.432923	0.537137
xglm-topic3shot-cc100-trim	en-lt	0.505224	0.467405	0.650121	0.521793	0.468784	NA	0.444858	0.602495
xglm-topic1shot-seen200	en-lt	0.45897	0.435493	0.533835	0.470458	0.427765	NA	0.41887	0.482483
xglm-topic1shot-seen200-trim	en-lt	0.492994	0.458478	0.624274	0.515475	0.452315	NA	0.43508	0.551499
xglm-rand-topic3shot-seen200	en-lt	0.461071	0.437367	0.53811	0.467223	0.432294	NA	0.421881	0.515004
xglm-rand-topic3shot-seen200-trim	en-lt	0.491025	0.456821	0.621543	0.507359	0.451684	NA	0.432278	0.577172
xglm-base	en-ro	0.489154	0.55477	0.454179	0.659921	0.640034	0.505794	0.690665	0.546292
xglm-base-trim	en-ro	0.665226	0.792306	0.709433	0.741005	0.724531	0.657409	0.77101	0.733791
verbose-base	en-ro	0.739385	0.801455	0.635224	0.681015	0.717405	0.66879	0.771385	0.705134
verbose-base-trim	en-ro	0.784065	0.838787	0.726939	0.757214	0.767018	0.697964	0.819174	0.773026
xglm-label	en-ro	0.658883	0.768883	0.582937	0.689354	0.704635	0.637334	0.75771	0.636755
xglm-label-trim	en-ro	0.738787	0.842267	0.711998	0.748515	0.751597	0.672156	0.795846	0.765644
xglm-rand-label	en-ro	0.646374	0.7373	0.555036	0.681745	0.707269	0.641069	0.76228	0.634596
xglm-rand-label-trim	en-ro	0.721195	0.829448	0.715729	0.743833	0.755457	0.665006	0.801378	0.762141
xglm-keywords10-seen200	en-ro	0.657107	0.727533	0.532283	0.678731	0.692334	0.583742	0.747675	0.595198
xglm-keywords10-seen200-trim	en-ro	0.754365	0.844583	0.743029	0.755368	0.763103	0.67554	0.807744	0.782927
xglm-rand-keywords10-seen200	en-ro	0.656953	0.699301	0.512698	0.686619	0.716329	0.616044	0.75349	0.594132
xglm-rand-keywords10-seen200-trim	en-ro	0.760265	0.843551	0.72364	0.753835	0.766533	0.668217	0.802114	0.778766
xglm-keywords10-all500	en-ro	0.670665	0.705632	0.53799	0.689273	0.714964	0.624183	0.761505	0.593015
xglm-keywords10-all500-trim	en-ro	0.765528	0.840421	0.746826	0.757023	0.765545	0.676152	0.806963	0.778444
xglm-topic3shot-seen200	en-ro	0.750149	0.821709	0.66753	0.698639	0.727074	0.667589	0.768148	0.729022
xglm-topic3shot-seen200-trim	en-ro	0.797669	0.85732	0.764269	0.759465	0.768623	0.686569	0.806827	0.801764
xglm-topic3shot-all500	en-ro	0.749934	0.826303	0.665942	0.700992	0.725969	0.644053	0.772762	0.720889
xglm-topic3shot-all500-trim	en-ro	0.796664	0.859753	0.769285	0.761194	0.770436	0.692524	0.809459	0.796579
xglm-topic3shot-cc100	en-ro	0.758273	0.819363	0.669433	0.70746	0.730149	0.66761	0.769685	0.727843
xglm-topic3shot-cc100-trim	en-ro	0.804147	0.854213	0.767851	0.767682	0.774161	0.688311	0.807266	0.807875
xglm-topic1shot-seen200	en-ro	0.716089	0.816746	0.640911	0.677729	0.710557	0.64267	0.760408	0.699746
xglm-topic1shot-seen200-trim	en-ro	0.772737	0.859061	0.752018	0.738237	0.757397	0.677898	0.800847	0.785916
xglm-rand-topic3shot-seen200	en-ro	0.744649	0.812924	0.662581	0.6964	0.725625	0.66129	0.76916	0.727245
xglm-rand-topic3shot-seen200-trim	en-ro	0.791876	0.849721	0.760474	0.75475	0.769008	0.676412	0.807765	0.797689
xglm-base	en-ta	NA	NA	0.34234	0.443728	0.346508	0.314204	0.376811	0.344422
xglm-base-trim	en-ta	NA	NA	0.39452	0.468886	0.358524	0.289042	0.379233	0.387043
verbose-base	en-ta	NA	NA	0.43695	0.432737	0.370267	0.334436	0.385295	0.396301
verbose-base-trim	en-ta	NA	NA	0.488913	0.460584	0.361389	0.321804	0.386712	0.410182
xglm-label	en-ta	NA	NA	0.410269	0.455922	0.375572	0.31707	0.393087	0.395171
xglm-label-trim	en-ta	NA	NA	0.493194	0.478936	0.384935	0.293365	0.396351	0.433962
xglm-rand-label	en-ta	NA	NA	0.394149	0.452869	0.373243	0.322227	0.39204	0.38838
xglm-rand-label-trim	en-ta	NA	NA	0.478954	0.473821	0.38355	0.300538	0.393114	0.426826
xglm-keywords10-seen200	en-ta	NA	NA	0.399419	0.440526	0.364948	0.319497	0.377105	0.379032
xglm-keywords10-seen200-trim	en-ta	NA	NA	0.462867	0.458531	0.357708	0.29603	0.373351	0.410005
xglm-rand-keywords10-seen200	en-ta	NA	NA	0.375021	0.455923	0.380257	0.319468	0.391496	0.374847
xglm-rand-keywords10-seen200-trim	en-ta	NA	NA	0.453026	0.480359	0.383399	0.297995	0.392255	0.418913
xglm-keywords10-all500	en-ta	NA	NA	0.399226	0.445538	0.383821	0.320669	0.394097	0.372172
xglm-keywords10-all500-trim	en-ta	NA	NA	0.467367	0.463034	0.382431	0.297904	0.392547	0.408171
xglm-topic3shot-seen200	en-ta	NA	NA	0.463371	0.469213	0.383008	0.328851	0.396197	0.422218
xglm-topic3shot-seen200-trim	en-ta	NA	NA	0.511799	0.484862	0.369713	0.305353	0.389918	0.431239
xglm-topic3shot-all500	en-ta	NA	NA	0.466097	0.469872	0.411739	0.356776	0.404829	0.42445
xglm-topic3shot-all500-trim	en-ta	NA	NA	0.511832	0.486101	0.400225	0.335828	0.398918	0.432542
xglm-topic3shot-cc100	en-ta	NA	NA	0.45552	0.462194	0.373897	0.3438	0.397075	0.425626
xglm-topic3shot-cc100-trim	en-ta	NA	NA	0.505925	0.479289	0.361983	0.322003	0.390224	0.439452
xglm-topic1shot-seen200	en-ta	NA	NA	0.453466	0.458773	0.365706	0.325322	0.380913	0.402764
xglm-topic1shot-seen200-trim	en-ta	NA	NA	0.501795	0.476323	0.35447	0.302154	0.377862	0.420132
xglm-rand-topic3shot-seen200	en-ta	NA	NA	0.454635	0.462018	0.374876	0.331434	0.394234	0.418498
xglm-rand-topic3shot-seen200-trim	en-ta	NA	NA	0.496635	0.476112	0.362311	0.308208	0.386562	0.430177
xglm-base	cs-en	0.756644	0.75343	0.641102	0.704797	0.725176	NA	0.766301	0.670363
xglm-base-trim	cs-en	0.823571	0.813222	0.773336	0.762925	0.778375	NA	0.80666	0.791333
xglm-keywords10-seen200	cs-en	0.738707	0.702869	0.576795	0.7119	0.726526	NA	0.767336	0.578801
xglm-keywords10-seen200-trim	cs-en	0.832142	0.826217	0.788723	0.776885	0.789864	NA	0.816189	0.792005
xglm-rand-keywords10-seen200	cs-en	0.732406	0.700151	0.549163	0.693985	0.717701	0.619701	0.750949	NA
xglm-rand-keywords10-seen200-trim	cs-en	0.832929	0.826069	0.784895	0.768972	0.787067	0.663177	0.81702	NA
xglm-topic3shot-seen200	cs-en	0.764937	0.766305	0.648976	0.709395	0.720252	NA	0.763798	0.671319
xglm-topic3shot-seen200-trim	cs-en	0.825458	0.827497	0.779462	0.76909	0.776441	NA	0.806921	0.764999
xglm-topic3shot-cc100	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	cs-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-topic3shot-seen200	cs-en	0.765683	0.762516	0.644222	0.692499	0.715969	NA	0.756867	NA
xglm-rand-topic3shot-seen200-trim	cs-en	0.821872	0.816784	0.769417	0.756628	0.772601	NA	0.802215	NA
xglm-base	fr-en	0.75262	0.774634	0.675669	0.732548	0.758458	NA	0.80305	0.76277
xglm-base-trim	fr-en	0.827116	0.839424	0.780114	0.791754	0.81171	NA	0.847702	0.875908
xglm-keywords10-seen200	fr-en	0.678022	0.679967	0.61457	0.714094	0.732473	NA	0.751305	0.674558
xglm-keywords10-seen200-trim	fr-en	0.828712	0.847693	0.785625	0.791469	0.815056	NA	0.850597	0.878754
xglm-rand-keywords10-seen200	fr-en	0.708449	0.686299	0.599546	0.684786	0.709625	0.645497	0.738465	NA
xglm-rand-keywords10-seen200-trim	fr-en	0.830957	0.850955	0.793011	0.795026	0.816405	0.728797	0.849372	NA
xglm-topic3shot-seen200	fr-en	0.760967	0.80038	0.677512	0.725837	0.755417	NA	0.799326	0.773112
xglm-topic3shot-seen200-trim	fr-en	0.824068	0.852835	0.788238	0.787446	0.808645	NA	0.843745	0.87433
xglm-topic3shot-cc100	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	fr-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-topic3shot-seen200	fr-en	0.760877	0.794601	0.688971	0.725353	0.755003	NA	0.79872	NA
xglm-rand-topic3shot-seen200-trim	fr-en	0.824167	0.847812	0.791121	0.783033	0.808515	NA	0.846175	NA
xglm-base	lt-en	0.583925	0.588977	0.487174	0.51275	0.5438	NA	0.56619	0.554857
xglm-base-trim	lt-en	0.624278	0.624965	0.555598	0.542617	0.566996	NA	0.585581	0.636936
xglm-keywords10-seen200	lt-en	0.606561	0.584646	0.463021	0.516235	0.544591	NA	0.567442	0.508269
xglm-keywords10-seen200-trim	lt-en	0.683475	0.665685	0.61926	0.563753	0.589288	NA	0.605921	0.670224
xglm-rand-keywords10-seen200	lt-en	0.577756	0.559313	0.440634	0.489693	0.525932	NA	0.561363	NA
xglm-rand-keywords10-seen200-trim	lt-en	0.638417	0.636196	0.592203	0.538577	0.565746	NA	0.592797	NA
xglm-topic3shot-seen200	lt-en	0.621845	0.611	0.512165	0.505079	0.515399	NA	0.5309	0.544588
xglm-topic3shot-seen200-trim	lt-en	0.663799	0.657468	0.590239	0.529043	0.536731	NA	0.547824	0.598326
xglm-topic3shot-cc100	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	lt-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-topic3shot-seen200	lt-en	0.560274	0.580269	0.467106	0.469578	0.494244	NA	0.517322	NA
xglm-rand-topic3shot-seen200-trim	lt-en	0.598041	0.606501	0.522922	0.495115	0.51503	NA	0.535317	NA
xglm-base	ro-en	0.746179	0.769008	0.628906	0.724111	0.746136	NA	0.792407	0.689981
xglm-base-trim	ro-en	0.814397	0.836764	0.757408	0.783485	0.789556	NA	0.835649	0.793043
xglm-keywords10-seen200	ro-en	0.680646	0.694698	0.568707	0.722614	0.719516	NA	0.754055	0.603739
xglm-keywords10-seen200-trim	ro-en	0.821265	0.842144	0.770423	0.79114	0.802908	NA	0.844129	0.803983
xglm-rand-keywords10-seen200	ro-en	0.716755	0.704577	0.551314	0.71496	0.725999	0.594273	0.752674	NA
xglm-rand-keywords10-seen200-trim	ro-en	0.823541	0.841144	0.776409	0.789432	0.804848	0.657987	0.841853	NA
xglm-topic3shot-seen200	ro-en	0.75726	0.802057	0.640126	0.717094	0.737533	NA	0.782823	0.693875
xglm-topic3shot-seen200-trim	ro-en	0.813781	0.845723	0.76389	0.772855	0.778625	NA	0.824938	0.776179
xglm-topic3shot-cc100	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-topic3shot-cc100-trim	ro-en	NA	NA	NA	NA	NA	NA	NA	NA
xglm-rand-topic3shot-seen200	ro-en	0.748309	0.779545	0.64187	0.711164	0.741506	NA	0.787583	NA
xglm-rand-topic3shot-seen200-trim	ro-en	0.80505	0.82507	0.754648	0.765946	0.785924	NA	0.829641	NA
